Altium Designer Pick and Place Locations
C:\Users\Lingke\Desktop\Personal\Altium\WPT Round 3 RX\Project Outputs for WPT Round 3 RX\Pick Place\Pick Place for RX Layout.csv

========================================================================================================================
File Design Information:

Date:       02/01/22
Time:       19:22
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C17","100nF/250V","TopLayer","CAPC4532X220N","16.4000","34.5318","270","100nF/250V"
"C16","470pF/200V","TopLayer","FP-C1206C-EB-MFG","16.4000","25.5318","90","CAP CER 470PF 200V 10% NP0 1206"
"C15","100pF, 100V","TopLayer","WCAP-CSGP_0805_H=0.6mm_Reflow","13.0458","55.0000","270","WCAP-CSGP Multilayer Ceramic Chip Capacitor, General Purpose, size 0805, NP0, 100pF, 100V"
"C14","100pF, 100V","TopLayer","WCAP-CSGP_0805_H=0.6mm_Reflow","28.8000","9.5000","90","WCAP-CSGP Multilayer Ceramic Chip Capacitor, General Purpose, size 0805, NP0, 100pF, 100V"
"C13","100nF/50V","TopLayer","0805_CAPACITOR","18.9000","53.3000","270","100nF/50V"
"C12","100nF/50V","TopLayer","0805_CAPACITOR","23.0000","6.5000","0","100nF/50V"
"C11","4.7uF/100VDC","TopLayer","CAPC3225X280N","7.9000","46.7000","270","4.7uF/100VDC"
"C10","4.7uF/100VDC","TopLayer","CAPC3225X280N","7.9000","40.9343","90","4.7uF/100VDC"
"C9","4.7uF/100VDC","TopLayer","CAPC3225X280N","8.2000","19.5408","270","4.7uF/100VDC"
"C8","4.7uF/100VDC","TopLayer","CAPC3225X280N","8.2000","13.5000","90","4.7uF/100VDC"
"C7","10nF/50V","TopLayer","0805_CAPACITOR","60.3000","14.0000","0","10nF/50V"
"C6","4.7uF / 100VDC","TopLayer","CAPC3225X280N","70.6000","35.9593","90","Capacitor"
"C5","4.7uF / 100VDC","TopLayer","CAPC3225X280N","74.0243","35.9593","90","Capacitor"
"C4","1000uF / 100VDC","TopLayer","CAPPRD750W80D1850H4200","72.2000","70.5500","90","Capacitor Polarised"
"C3","1000uF / 100VDC","TopLayer","CAPPRD750W80D1850H4200","53.2000","70.5500","90","Capacitor Polarised"
"C2","1000uF / 100VDC","TopLayer","CAPPRD750W80D1850H4200","34.2000","70.5500","90","Capacitor Polarised"
"C1","1000uF / 100VDC","TopLayer","CAPPRD750W80D1850H4200","15.0000","70.5500","90","Capacitor Polarised"
